1552597841.300080,0
1552597841.412783,7
1552597841.523544,6
1552597841.634211,14
1552597841.744782,20
1552597841.855164,19
1552597841.966179,19
1552597842.077556,19
1552597842.190792,18
1552597842.303706,20
1552597842.415020,17
1552597842.525243,15
1552597842.638431,19
1552597842.749044,20
1552597842.860275,18
1552597842.972654,19
1552597843.085612,17
1552597843.196780,19
1552597843.307004,16
1552597843.416881,6
1552597843.528587,3
1552597843.640974,8
1552597843.752785,8
1552597843.864152,8
1552597843.974071,9
1552597844.084567,8
1552597844.194600,8
1552597844.304943,9
1552597844.415663,9
1552597844.527540,9
1552597844.637942,11
1552597844.748190,10
1552597844.860116,10
1552597844.970886,10
1552597845.082663,9
1552597845.194729,10
1552597845.327066,10
1552597845.443499,11
1552597845.554415,11
1552597845.666212,17
1552597845.775673,17
1552597845.887959,12
1552597845.998328,13
1552597846.109982,13
1552597846.220093,13
1552597846.331596,12
1552597846.442180,12
1552597846.553013,11
1552597846.664537,11
1552597846.775931,12
1552597846.886515,13
1552597846.997458,12
1552597847.107444,12
1552597847.218150,13
1552597847.328685,14
1552597847.439920,13
1552597847.550495,13
1552597847.662635,13
1552597847.773585,12
1552597847.884473,14
1552597847.996043,13
1552597848.107478,13
1552597848.219522,15
1552597848.330704,14
1552597848.441475,14
1552597848.553737,14
1552597848.664779,14
1552597848.776447,14
1552597848.887157,15
1552597848.997996,16
1552597849.109244,15
1552597849.219375,18
1552597849.332222,18
1552597849.442186,18
1552597849.553443,13
1552597849.665229,13
1552597849.776016,11
1552597849.886065,6
1552597849.996658,7
1552597850.108901,8
1552597850.218920,5
1552597850.329366,9
1552597850.439198,9
1552597850.550924,7
1552597850.661764,7
1552597850.773524,8
1552597850.884350,7
1552597850.995865,7
1552597851.105892,9
1552597851.216890,8
1552597851.327290,8
1552597851.437647,9
1552597851.549151,9
1552597851.659779,10
1552597851.770372,9
1552597851.880731,9
1552597851.991013,9
1552597852.102170,9
1552597852.211909,10
1552597852.323958,10
1552597852.434051,9
1552597852.544072,9
1552597852.655136,10
1552597852.765758,10
1552597852.876884,10
1552597852.987837,10
1552597853.099095,10
1552597853.209567,11
1552597853.320841,11
1552597853.431664,11
1552597853.543120,13
1552597853.657890,11
1552597853.768439,19
1552597853.879346,17
1552597853.989417,13
1552597854.099249,13
1552597854.210683,11
1552597854.322809,12
1552597854.433681,12
1552597854.546110,13
1552597854.658060,14
1552597854.768769,13
1552597854.880022,13
1552597854.989669,13
1552597855.100258,13
1552597855.212518,12
1552597855.324834,13
1552597855.435459,13
1552597855.545907,13
1552597855.657675,14
1552597855.768704,14
1552597855.880235,14
1552597855.990201,14
1552597856.103151,15
1552597856.213837,15
1552597856.323675,14
1552597856.434720,14
1552597856.545794,14
1552597856.656894,15
1552597856.768250,16
1552597856.879755,16
1552597856.989501,15
1552597857.100334,16
1552597857.212806,16
1552597857.323961,19
1552597857.435010,18
1552597857.546996,17
1552597857.657769,14
1552597857.768016,14
1552597857.879756,12
1552597857.990001,6
1552597858.101966,6
1552597858.212422,8
1552597858.323509,6
1552597858.434533,7
1552597858.544749,8
1552597858.654882,8
1552597858.765244,7
1552597858.874967,7
1552597858.985555,9
1552597859.096169,8
1552597859.206736,8
1552597859.318411,8
1552597859.426842,8
1552597859.539087,9
1552597859.650565,8
1552597859.760623,8
1552597859.872411,8
1552597859.984576,9
1552597860.096829,10
1552597860.208376,10
1552597860.319218,10
1552597860.431134,11
1552597860.542858,11
1552597860.656445,11
1552597860.769753,11
1552597860.881215,10
1552597860.994693,10
1552597861.107712,10
1552597861.219994,10
1552597861.331201,10
1552597861.445629,11
1552597861.558773,11
1552597861.671437,12
1552597861.783037,13
1552597861.897799,12
1552597862.010843,18
1552597862.121749,17
1552597862.237595,13
1552597862.354656,15
1552597862.464942,12
1552597862.575536,12
1552597862.688887,13
1552597862.800854,13
1552597862.914501,13
1552597863.028407,13
1552597863.143816,13
1552597863.254750,12
1552597863.365243,12
1552597863.475360,14
1552597863.584741,13
1552597863.696278,14
1552597863.806782,14
1552597863.917315,14
1552597864.027173,15
1552597864.141520,15
1552597864.256299,14
1552597864.366773,14
1552597864.477635,14
1552597864.588263,14
1552597864.698998,14
1552597864.810754,15
1552597864.922367,16
1552597865.033195,15
1552597865.144662,15
1552597865.254604,16
1552597865.367862,16
1552597865.487494,17
1552597865.598075,19
1552597865.712425,18
1552597865.822982,15
1552597865.934762,15
1552597866.046267,16
1552597866.156793,17
1552597866.267318,17
1552597866.378083,17
1552597866.487590,17
1552597866.600169,16
1552597866.711692,20
1552597866.822984,20
1552597866.933843,18
1552597867.044522,19
1552597867.154917,19
1552597867.265808,18
1552597867.376714,17
1552597867.486078,18
1552597867.596344,13
1552597867.707546,7
1552597867.818454,7
1552597867.928791,7
1552597868.039485,7
1552597868.150526,8
1552597868.262823,9
1552597868.375136,8
1552597868.487251,9
1552597868.601312,8
1552597868.715402,8
1552597868.827450,8
1552597868.941382,10
1552597869.055678,10
1552597869.169424,11
1552597869.280807,11
1552597869.393063,11
1552597869.505899,10
1552597869.618714,10
1552597869.729539,10
1552597869.839776,10
1552597869.950313,11
1552597870.062148,12
1552597870.173313,11
1552597870.285294,11
1552597870.395773,11
1552597870.505754,10
1552597870.618567,18
1552597870.731275,17
1552597870.843303,13
1552597870.958423,13
1552597871.071458,12
1552597871.183925,12
1552597871.296047,11
1552597871.409467,11
1552597871.521393,11
1552597871.631410,12
1552597871.742861,14
1552597871.856454,14
1552597871.971594,14
