1552597138.660973,0
1552597138.768287,7
1552597138.874450,5
1552597138.982683,13
1552597139.089950,20
1552597139.197575,27
1552597139.304790,36
1552597139.412562,41
1552597139.519925,49
1552597139.628176,57
1552597139.735715,64
1552597139.842245,73
1552597139.950990,82
1552597140.058238,88
1552597140.165249,96
1552597140.272310,99
1552597140.380927,99
1552597140.487782,99
1552597140.595791,98
1552597140.701326,100
1552597140.810510,100
1552597140.918352,99
1552597141.025118,99
1552597141.132060,99
1552597141.238933,99
1552597141.345137,100
1552597141.452511,98
1552597141.561178,99
1552597141.669917,100
1552597141.776524,99
1552597141.882449,100
1552597141.990623,98
1552597142.099887,98
1552597142.208250,99
1552597142.315169,99
1552597142.422390,99
1552597142.529716,100
1552597142.637396,99
1552597142.744003,99
1552597142.851156,99
1552597142.958863,99
1552597143.065754,100
1552597143.172276,99
1552597143.280813,97
1552597143.387753,96
1552597143.494150,95
1552597143.601105,95
1552597143.708962,100
1552597143.815666,99
1552597143.923405,99
1552597144.030618,99
1552597144.140997,100
1552597144.249265,99
1552597144.357677,100
1552597144.463957,96
1552597144.574386,92
1552597144.681392,91
1552597144.789207,93
1552597144.897741,92
1552597145.006204,93
1552597145.113658,94
1552597145.221605,99
1552597145.329795,98
1552597145.437254,99
1552597145.544305,98
1552597145.651752,92
1552597145.760415,86
1552597145.866992,79
1552597145.975241,66
1552597146.083883,52
1552597146.190588,39
1552597146.298973,25
1552597146.405268,13
1552597146.512587,6
1552597146.622849,19
1552597146.730014,18
1552597146.839206,28
1552597146.945952,33
1552597147.056513,41
1552597147.162980,47
1552597147.273362,56
1552597147.380612,55
1552597147.488281,52
1552597147.594541,53
1552597147.704419,51
1552597147.812907,49
1552597147.921351,51
1552597148.026950,51
1552597148.134696,51
1552597148.241816,53
1552597148.350875,59
1552597148.457251,58
1552597148.564358,58
1552597148.672109,58
1552597148.778973,58
1552597148.886610,58
1552597148.993114,56
1552597149.101975,51
1552597149.207824,51
1552597149.315431,51
1552597149.423142,51
1552597149.529899,51
1552597149.638435,51
1552597149.747233,51
1552597149.853231,50
1552597149.961777,50
1552597150.071390,51
1552597150.178256,50
1552597150.286425,49
1552597150.393917,52
1552597150.501919,50
1552597150.608980,50
1552597150.717672,50
1552597150.824627,50
1552597150.932771,50
1552597151.040454,50
1552597151.146455,50
1552597151.254478,50
1552597151.361201,50
1552597151.469842,50
1552597151.577772,50
1552597151.685698,50
1552597151.793906,51
1552597151.901140,51
1552597152.007421,53
1552597152.114811,53
1552597152.222760,52
1552597152.330869,52
1552597152.438030,52
1552597152.546670,52
1552597152.653467,53
1552597152.761216,52
1552597152.868603,51
1552597152.976547,59
1552597153.084714,58
1552597153.194029,58
1552597153.301135,59
1552597153.408240,58
1552597153.516999,59
1552597153.625173,60
1552597153.733040,53
1552597153.841166,53
1552597153.949012,53
1552597154.056128,53
1552597154.163568,53
1552597154.269271,54
1552597154.378223,53
1552597154.486488,51
1552597154.592968,52
1552597154.699127,51
1552597154.806258,52
1552597154.913294,51
1552597155.021170,52
1552597155.127943,52
1552597155.234697,53
1552597155.343016,54
1552597155.449384,53
1552597155.557101,52
1552597155.665351,53
1552597155.772669,53
1552597155.880604,52
1552597155.987690,52
1552597156.095439,52
1552597156.202233,53
1552597156.309873,52
1552597156.417897,52
1552597156.526241,53
1552597156.634411,52
1552597156.742217,52
1552597156.849128,53
1552597156.956417,53
1552597157.064839,53
1552597157.171279,53
1552597157.277775,54
1552597157.385804,55
1552597157.494071,54
1552597157.601466,59
1552597157.709170,60
1552597157.816017,59
1552597157.923043,60
1552597158.030739,59
1552597158.139185,59
1552597158.247181,61
1552597158.354819,58
1552597158.461128,55
1552597158.568929,55
1552597158.676829,55
1552597158.783585,55
1552597158.891172,55
1552597158.997698,54
1552597159.106032,55
1552597159.212301,55
1552597159.319242,54
1552597159.425982,55
1552597159.535127,54
1552597159.642145,54
1552597159.748661,54
1552597159.857603,54
1552597159.964306,55
1552597160.072219,53
1552597160.178939,53
1552597160.286558,54
1552597160.394271,53
1552597160.500585,53
1552597160.608751,54
1552597160.714336,53
1552597160.821910,54
1552597160.929471,54
1552597161.036856,54
1552597161.144654,54
1552597161.251723,54
1552597161.360494,54
1552597161.468517,55
1552597161.575700,56
1552597161.682763,56
1552597161.790102,55
1552597161.898218,55
1552597162.006381,56
1552597162.113372,55
1552597162.221215,54
1552597162.328482,61
1552597162.437013,61
1552597162.545252,62
1552597162.652722,62
1552597162.760269,62
1552597162.866672,62
1552597162.974146,62
1552597163.081204,60
1552597163.188206,57
1552597163.294936,56
1552597163.402040,56
1552597163.510073,56
1552597163.617750,56
1552597163.726182,56
1552597163.833876,56
1552597163.940525,54
1552597164.048361,55
1552597164.154104,54
1552597164.262323,54
1552597164.369366,55
1552597164.477666,55
1552597164.584818,56
1552597164.692068,55
1552597164.799098,55
1552597164.906803,55
1552597165.014609,56
1552597165.122546,56
1552597165.229622,56
1552597165.335596,56
1552597165.442770,57
1552597165.551318,55
1552597165.658683,55
1552597165.764977,56
1552597165.873533,55
1552597165.981178,55
1552597166.089488,56
1552597166.197767,57
1552597166.306031,57
1552597166.414023,57
1552597166.521558,57
1552597166.628792,58
1552597166.735989,57
1552597166.843371,57
1552597166.951378,58
1552597167.057833,63
1552597167.165328,64
1552597167.272846,63
1552597167.380021,62
1552597167.487041,62
1552597167.594800,62
1552597167.702780,63
1552597167.809558,63
1552597167.916532,59
1552597168.024262,58
1552597168.131501,59
1552597168.239973,58
1552597168.347107,57
1552597168.454446,57
1552597168.561175,58
1552597168.668227,59
1552597168.776048,57
1552597168.883979,57
1552597168.990912,57
1552597169.099172,57
1552597169.206969,57
1552597169.314486,57
1552597169.422034,57
1552597169.528536,58
1552597169.635495,57
1552597169.742671,57
1552597169.850852,57
1552597169.958297,57
1552597170.065944,57
1552597170.172579,57
1552597170.278624,58
1552597170.387540,58
1552597170.495256,57
1552597170.602569,57
1552597170.709753,57
1552597170.817642,57
1552597170.925796,58
1552597171.033725,58
1552597171.140764,58
1552597171.248477,58
1552597171.355003,58
1552597171.462277,58
1552597171.568765,58
1552597171.676906,58
1552597171.784233,58
1552597171.892301,64
1552597172.001209,65
1552597172.108409,65
1552597172.215198,65
1552597172.321942,66
1552597172.429338,65
1552597172.536598,65
1552597172.644440,66
1552597172.752086,59
1552597172.859077,59
1552597172.966163,59
1552597173.073895,59
1552597173.181602,60
1552597173.288138,61
1552597173.395875,60
1552597173.502866,60
1552597173.611338,59
1552597173.717906,58
1552597173.824649,59
1552597173.932332,58
1552597174.039194,58
1552597174.147059,58
1552597174.254054,58
1552597174.361739,58
1552597174.468060,58
1552597174.575737,58
1552597174.681614,58
1552597174.788462,59
1552597174.897395,60
1552597175.005253,59
1552597175.111022,60
1552597175.218478,59
1552597175.325084,58
1552597175.432970,58
1552597175.540269,58
1552597175.646985,59
1552597175.755540,60
1552597175.862204,60
1552597175.968793,60
1552597176.076323,60
1552597176.187501,60
1552597176.299258,61
1552597176.407162,61
1552597176.513224,61
1552597176.619730,62
1552597176.728204,67
1552597176.837741,66
1552597176.945824,66
1552597177.054425,67
1552597177.161062,66
1552597177.268698,67
1552597177.377484,67
1552597177.485368,66
1552597177.592358,63
1552597177.699956,62
1552597177.807374,61
1552597177.914971,60
1552597178.021554,61
1552597178.129127,60
1552597178.237495,61
1552597178.344343,61
1552597178.450962,61
1552597178.558117,61
1552597178.664662,60
1552597178.771134,59
1552597178.878818,59
1552597178.986471,59
1552597179.092982,59
1552597179.201620,59
1552597179.310459,60
1552597179.421752,60
1552597179.530653,60
1552597179.637625,60
1552597179.747072,60
1552597179.854643,60
1552597179.961135,60
1552597180.068506,62
1552597180.175410,60
1552597180.283346,61
1552597180.390633,62
1552597180.498284,61
1552597180.605759,61
1552597180.720665,61
1552597180.829049,62
1552597180.936701,61
1552597181.042968,61
1552597181.149821,61
1552597181.258106,61
1552597181.365153,61
1552597181.472254,61
1552597181.578424,63
1552597181.685693,67
1552597181.793136,67
1552597181.901455,68
1552597182.009395,67
1552597182.116180,67
1552597182.223924,67
1552597182.331469,67
1552597182.445418,65
1552597182.554631,60
1552597182.660552,63
1552597182.769107,62
1552597182.877498,62
1552597182.985622,64
1552597183.092017,63
1552597183.200122,63
1552597183.306564,63
1552597183.414203,61
1552597183.521850,61
1552597183.628376,61
1552597183.735236,61
1552597183.842891,62
1552597183.949958,61
1552597184.056803,62
1552597184.162678,61
1552597184.271430,61
1552597184.378944,63
1552597184.486429,62
1552597184.594424,62
1552597184.701720,62
1552597184.809804,62
1552597184.917719,62
1552597185.026369,62
1552597185.133998,62
1552597185.242096,63
1552597185.350177,62
1552597185.455999,63
1552597185.563157,61
1552597185.670681,62
1552597185.778349,62
1552597185.885315,62
1552597185.992503,63
1552597186.100459,64
1552597186.207025,63
1552597186.314027,63
1552597186.422033,63
1552597186.528915,69
1552597186.636090,70
1552597186.743245,70
1552597186.850069,70
1552597186.956265,70
1552597187.064407,69
1552597187.171442,71
1552597187.279084,69
1552597187.386199,68
1552597187.493884,63
1552597187.600679,64
1552597187.707404,65
1552597187.813728,64
1552597187.919472,64
1552597188.026833,66
1552597188.133708,65
1552597188.243258,65
1552597188.352096,66
1552597188.460753,63
1552597188.568801,63
1552597188.675552,63
1552597188.782281,63
